Exp#,Description ,Flask,Day,Time,Dilution,Aspirated.vol,Meso,Prey,Replicate,Medium,M.Red,M.Blue,M.Undefined,M.Nonfluorescent,M.TotRed,M.TotBlue,TotalMeso,M.Red.meanCh1peak,M.Blue.meanCh1peak,M.Undefined.meanCh1peak,M.Nonfluorescent.meanCh1peak,M.Red.sdCh1peak,M.Blue.sdCh1peak,M.Undefined.sdCh1peak,M.Nonfluorescent.sdCh1peak,M.Red.meanCh2peak,M.Blue.meanCh2peak,M.Undefined.meanCh2peak,M.Nonfluorescent.meanCh2peak,M.Red.sdCh2peak,M.Blue.sdCh2peak,M.Undefined.sdCh2peak,M.Nonfluorescent.sdCh2peak,C.Red,C.Blue,C.Undefined,C.Nonfluorescent,C.TotRed,C.TotBlue,TotalCrypto,C.Red.meanCh1peak,C.Blue.meanCh1peak,C.Undefined.meanCh1peak,C.Nonfluorescent.meanCh1peak,C.Red.sdCh1peak,C.Blue.sdCh1peak,C.Undefined.sdCh1peak,C.Nonfluorescent.sdCh1peak,C.Red.meanCh2peak,C.Blue.meanCh2peak,C.Undefined.meanCh2peak,C.Nonfluorescent.meanCh2peak,C.Red.sdCh2peak,C.Blue.sdCh2peak,C.Undefined.sdCh2peak,C.Nonfluorescent.sdCh2peak,M.Red.ESD,M.Blue.ESD,M.Undefined.ESD,M.Nonfluorescent.ESD,TotalMeso.ESD,C.Red.ESD,C.Blue.ESD,C.Undefined.ESD,C.Nonfluorescent.ESD,TotalCrypto.ESD
10,MR_SM+CM,Flask4,D2,2.63,20,0.985,MRTA,SM+CM,B,F2,91,1,1,0,91.98913043,1.010869565,93,6.147912088,5.56,4.23,NA,0.1528217297,NA,NA,NA,5.938791209,3.86,3.58,NA,0.2048459322,NA,NA,NA,401,277,0,3,402.7743363,278.2256637,681,5.761072319,5.285884477,NA,4.703333333,0.1125481997,0.2377865038,NA,0.620832774,5.573715711,3.811191336,NA,0,0.1311503297,0.2659390449,NA,0,10833.23231,7178.98,22819.97,NA,10922.82892,1137.832219,682.3058123,NA,874.4766667,951.3845228
10,MR_SM+CM,Flask5,D2,2.64,50,0.963,0,SM+CM,C,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,156,0,2,247.2238806,156.7761194,404,5.78495935,5.303205128,NA,4.825,0.1017229048,0.1999483391,NA,0.8131727984,5.605528455,3.809166667,NA,0,0.1112834458,0.2540458641,NA,0,NA,NA,NA,NA,NA,1032.321667,659.0988462,NA,701.28,886.567104
10,MR_SM+CM,Flask6,D2,2.64,20,0.986,MRTA,SM+CM,C,F2,92,1,1,0,92.98924731,1.010752688,94,6.13826087,5.51,5.12,NA,0.1442647802,NA,NA,NA,5.942934783,3.94,4.61,NA,0.1677487528,NA,NA,NA,353,216,0,4,355.4815466,217.5184534,573,5.776345609,5.257824074,NA,5.0125,0.1266996475,0.2473682625,NA,0.4424458536,5.587280453,3.827222222,NA,0,0.147291737,0.2703480387,NA,0,10818.06043,14746.55,18370.76,NA,10940.20074,1028.64085,641.4797685,NA,1113.17,883.2853927
10,MR_SM+CM,Flask7,D2,2.65,10,0.948,MRTA,0,A,,124,0,1,0,125,0,125,6.124596774,NA,4.54,NA,0.1408880037,NA,NA,NA,5.902419355,NA,4.34,NA,0.1575904488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10027.31645,NA,5292.83,NA,9989.44056,NA,NA,NA,NA,NA
10,MR_SM+CM,Flask8,D2,2.66,10,0.959,MRTA,0,B,,129,0,1,0,130,0,130,6.140542636,NA,5.15,NA,0.1446294299,NA,NA,NA,5.912248062,NA,4.77,NA,0.1370745709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9918.555814,NA,14424.5,NA,9953.216923,NA,NA,NA,NA,NA
10,MR_SM+CM,Flask9,D2,2.71,10,0.959,MRTA,0,C,,175,0,2,0,177,0,177,6.128228571,NA,4.415,NA,0.1439178976,NA,0.148492424,NA,5.9104,NA,4.18,NA,0.1642550582,NA,0.113137085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9488.671314,NA,12713.34,NA,9525.108249,NA,NA,NA,NA,NA
10,MR_SM+CM,Flask1,D3,3.64,50,0.984,0,SM+CM,A,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602,384,0,3,603.831643,385.168357,989,5.734136213,5.268463542,NA,4.26,0.1049998085,0.2224771147,NA,0.1928730152,5.574634551,3.80375,NA,0,0.1175496468,0.3166922714,NA,0,NA,NA,NA,NA,NA,1135.29186,700.4318229,NA,796.0933333,965.4194135
10,MR_SM+CM,Flask2,D3,3.64,50,0.988,MCSM,SM+CM,A,F2,54,0,0,0,54,0,54,6.077962963,NA,NA,NA,0.1730021227,NA,NA,NA,5.854444444,NA,NA,NA,0.2365209047,NA,NA,NA,266,166,0,2,267.2314815,166.7685185,434,5.768157895,5.306506024,NA,5.07,0.1221906547,0.2135468651,NA,0,5.555526316,3.765240964,NA,0,0.1400454955,0.2653658465,NA,0,11823.36907,NA,NA,NA,11823.36907,1137.128045,665.1546386,NA,685.215,954.521106
10,MR_SM+CM,Flask3,D3,3.65,50,0.991,0,SM+CM,B,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436,287,0,3,437.8091286,288.1908714,726,5.74146789,5.263658537,NA,4.726666667,0.1098594771,0.2262916193,NA,0.6522525073,5.580229358,3.782195122,NA,0,0.1184087705,0.333650696,NA,0,NA,NA,NA,NA,NA,1135.381445,664.2854704,NA,948.4666667,948.3769146
10,MR_SM+CM,Flask4,D3,3.66,50,0.983,MRTA,SM+CM,B,F2,51,0,1,0,52,0,52,6.127843137,NA,4.88,NA,0.1897821248,NA,NA,NA,5.9,NA,4.42,NA,0.2197180011,NA,NA,NA,209,202,0,2,210.0170316,202.9829684,413,5.774784689,5.317722772,NA,4.42,0.1033900222,0.2432384379,NA,0.1838477631,5.566363636,3.805693069,NA,0,0.1162647088,0.3434341708,NA,0,11275.71647,NA,11235.14,NA,11274.93615,1041.302775,681.4289109,NA,969.225,864.9379419
10,MR_SM+CM,Flask5,D3,3.66,50,0.984,0,SM+CM,C,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476,281,0,4,478.5151915,282.4848085,761,5.74644958,5.287793594,NA,4.8275,0.1017147693,0.2198898428,NA,0.6429813372,5.521512605,3.768647687,NA,0,0.1148574487,0.2590303769,NA,0,NA,NA,NA,NA,NA,1089.265021,668.9891459,NA,364.8325,930.2699474
10,MR_SM+CM,Flask6,D3,3.67,50,0.988,MRTA,SM+CM,C,F2,53,0,1,0,54,0,54,6.115660377,NA,4.73,NA,0.1341570468,NA,NA,NA,5.88490566,NA,4.38,NA,0.1579023876,NA,NA,NA,333,216,0,2,334.2131148,216.7868852,551,5.761081081,5.288287037,NA,4.745,0.1030792596,0.2214210574,NA,0.5303300859,5.517867868,3.83212963,NA,0,0.1352417089,0.2310060945,NA,0,10828.88868,NA,6593.36,NA,10750.45296,1224.042282,690.0468056,NA,660.08,1012.661252
10,MR_SM+CM,Flask7,D3,3.68,10,0.96,MRTA,0,A,,201,0,2,1,204,0,204,6.107711443,NA,5.035,4.2,0.1443735998,NA,0.2333452378,NA,5.858955224,NA,4.605,0,0.1665034624,NA,0.2050609665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10454.95746,NA,14636.63,18439.14,10535.0924,NA,NA,NA,NA,NA
10,MR_SM+CM,Flask8,D3,3.69,10,0.959,MRTA,0,B,,184,0,1,0,185,0,185,6.108369565,NA,5.03,NA,0.1553334307,NA,NA,NA,5.844565217,NA,4.33,NA,0.1510828893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9412.792283,NA,9822.69,NA,9415.007946,NA,NA,NA,NA,NA
10,MR_SM+CM,Flask9,D3,3.69,10,0.988,MRTA,0,C,,151,0,0,0,151,0,151,6.11602649,NA,NA,NA,0.1568272063,NA,NA,NA,5.869205298,NA,NA,NA,0.1716023433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10087.98728,NA,NA,NA,10087.98728,NA,NA,NA,NA,NA
11,MC_SM+HP,Flask1,D0,0.61,20,0.982,0,SM+HP,A,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,48,0,0,96,48,144,5.702916667,5.084791667,NA,NA,0.1007332764,0.2414229941,NA,NA,5.603125,3.925625,NA,NA,0.1263188322,0.2611016452,NA,NA,NA,NA,NA,NA,NA,856.0046875,460.6360417,NA,NA,724.2151389
11,MC_SM+HP,Flask2,D0,0.62,20,0.962,MCSM,SM+HP,A,F2,32,0,1,0,33,0,33,5.853125,NA,4.86,NA,0.1815424504,NA,NA,NA,5.5540625,NA,4.13,NA,0.2862308946,NA,NA,NA,181,53,0,1,181.7735043,53.22649573,235,5.716077348,5.090754717,NA,5.45,0.1153813705,0.1798594436,NA,NA,5.574696133,3.956603774,NA,0,0.1411442975,0.2778415666,NA,NA,5595.10875,NA,5879.28,NA,5603.72,880.9997238,370.2375472,NA,514.05,764.2450638
11,MC_SM+HP,Flask3,D0,0.63,20,0.94,0,SM+HP,B,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,63,0,2,151.4084507,63.5915493,215,5.691266667,5.081428571,NA,4.78,0.1208487694,0.2758088231,NA,0.4949747468,5.5352,3.951904762,NA,0,0.1328910337,0.2756625868,NA,0,NA,NA,NA,NA,NA,887.1832,409.2196825,NA,588.905,744.354093
11,MC_SM+HP,Flask4,D0,0.63,20,0.987,MCSM,SM+HP,B,F2,25,0,0,0,25,0,25,5.928,NA,NA,NA,0.1658312395,NA,NA,NA,5.6116,NA,NA,NA,0.2099341166,NA,NA,NA,144,42,0,1,144.7741935,42.22580645,187,5.721875,5.007619048,NA,4.59,0.1099266682,0.3238774951,NA,NA,5.582222222,3.909761905,NA,0,0.132909583,0.307701852,NA,NA,6044.5408,NA,NA,NA,6044.5408,982.8786111,474.9121429,NA,1041.34,869.1025134
11,MC_SM+HP,Flask5,D0,0.64,20,0.993,0,SM+HP,C,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,56,0,2,118.3526012,56.64739884,175,5.708376068,5.058571429,NA,2.2,0.09627508419,0.2413404127,NA,3.111269837,5.578461538,3.871071429,NA,2.215,0.1228653271,0.3121694096,NA,3.132483041,NA,NA,NA,NA,NA,968.3051282,517.70125,NA,597.1,819.8695429
11,MC_SM+HP,Flask6,D0,0.65,20,0.987,MCSM,SM+HP,C,F2,36,0,3,0,39,0,39,5.965277778,NA,4.843333333,NA,0.1363710508,NA,0.4245389656,NA,5.683888889,NA,4.246666667,NA,0.2241718445,NA,0.1569500982,NA,117,51,0,0,117,51,168,5.670683761,5.120980392,NA,NA,0.1183633105,0.2199113904,NA,NA,5.516324786,3.945882353,NA,NA,0.1727495611,0.1829991964,NA,NA,6068.290278,NA,5749.093333,NA,6043.736667,890.8376923,413.1952941,NA,NA,745.8391071
11,MC_SM+HP,Flask7,D0,0.65,5,0.987,MCSM,0,A,,86,0,4,0,90,0,90,5.918488372,NA,4.655,NA,0.1594292573,NA,0.1037625494,NA,5.714069767,NA,4.3525,NA,0.3216186193,NA,0.3117023153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5319.905698,NA,5426.2725,NA,5324.633111,NA,NA,NA,NA,NA
11,MC_SM+HP,Flask8,D0,0.66,5,0.984,MCSM,0,B,,806,0,22,2,830,0,830,5.908560794,NA,4.604545455,4.335,0.1939748672,NA,0.1772737263,0.1060660172,5.6332134,NA,4.157272727,0,0.229596939,NA,0.2679229068,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5614.237035,NA,5506.092727,9690.295,5621.192386,NA,NA,NA,NA,NA
11,MC_SM+HP,Flask1,D1,1.63,10,0.985,0,SM+HP,A,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,685,143,0,5,689.1364734,143.8635266,833,5.743445255,5.056643357,NA,4.33,0.1090339638,0.2358262193,NA,0.1155422001,5.573970803,3.94041958,NA,0,0.1253218046,0.2640232441,NA,0,NA,NA,NA,NA,NA,951.1967737,470.4362937,NA,982.444,868.8528211
11,MC_SM+HP,Flask2,D1,1.63,10,0.984,MCSM,SM+HP,A,F2,86,0,3,1,90,0,90,6.198139535,NA,4.886666667,4.19,0.1789414076,NA,0.2419366308,NA,5.859186047,NA,4.543333333,0,0.2468875196,NA,0.627880031,NA,169,17,0,0,169,17,186,5.757810651,4.909411765,NA,NA,0.1065891629,0.3218398396,NA,NA,5.545029586,3.876470588,NA,NA,0.113468709,0.2485442912,NA,NA,7331.700698,NA,5273.45,6645.23,7255.464889,856.9560947,390.7135294,NA,NA,814.3425269
11,MC_SM+HP,Flask3,D1,1.64,10,0.985,0,SM+HP,B,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515,141,0,1,515.785061,141.214939,657,5.73823301,5.050070922,NA,4.62,0.1088826523,0.2479789635,NA,NA,5.592135922,3.889078014,NA,0,0.1155990192,0.3026428841,NA,NA,NA,NA,NA,NA,NA,929.6936699,510.1502837,NA,1361.78,840.312344
11,MC_SM+HP,Flask4,D1,1.65,10,0.955,MCSM,SM+HP,B,F2,74,0,2,0,76,0,76,6.186081081,NA,4.855,NA,0.1500394247,NA,0.4171930009,NA,5.835945946,NA,4.05,NA,0.1729670086,NA,1.159655121,NA,119,34,0,2,120.5555556,34.44444444,155,5.746722689,5.156470588,NA,2.245,0.1080654952,0.2079172672,NA,3.174909448,5.581680672,3.929705882,NA,2.08,0.2175570034,0.2920718601,NA,2.94156421,7295.718514,NA,5522.91,NA,7249.065658,1061.138992,546.7841176,NA,863.07,945.7570323
11,MC_SM+HP,Flask5,D1,1.66,10,0.984,0,SM+CM,C,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604,147,0,2,605.608522,147.391478,753,5.727715232,5.103197279,NA,4.295,0.1136142773,0.2257528846,NA,0.1767766953,5.551076159,3.910952381,NA,0,0.1262286252,0.2509525233,NA,0,NA,NA,NA,NA,NA,977.8461424,463.7552381,NA,972.78,877.4723108
11,MC_SM+HP,Flask6,D1,1.67,10,0.958,MCSM,SM+HP,C,F2,77,0,2,0,79,0,79,6.169090909,NA,4.63,NA,0.1859483645,NA,0.08485281374,NA,5.816363636,NA,3.925,NA,0.223052443,NA,0.3889087297,NA,241,26,0,0,241,26,267,5.741452282,5.026538462,NA,NA,0.1077998087,0.3561229261,NA,NA,5.542157676,3.911538462,NA,NA,0.1407017829,0.2293240905,NA,NA,7387.468182,NA,9895.31,NA,7450.957848,966.8590456,510.2634615,NA,NA,922.3965543
11,MC_SM+HP,Flask7,D1,1.68,5,0.959,MCSM,0,A,,120,0,2,1,123,0,123,5.976,NA,4.675,4.36,0.1647988333,NA,0.007071067812,NA,5.652333333,NA,4.265,0,0.17790439,NA,0.04949747468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6369.222833,NA,4838.555,5519.42,6337.424959,NA,NA,NA,NA,NA
11,MC_SM+HP,Flask8,D1,1.68,5,0.986,MCSM,0,B,,83,0,4,1,88,0,88,5.989277108,NA,4.6125,4.39,0.1350409435,NA,0.2830047114,NA,5.634096386,NA,4.3175,0,0.1689929725,NA,0.4721140399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6672.638072,NA,4424.665,3926.44,6539.250682,NA,NA,NA,NA,NA
11,MC_SM+HP,Flask1,D2,2.64,10,0.961,0,SM+HP,A,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820,212,0,0,820,212,1032,5.728609756,5.037216981,NA,NA,0.1041203347,0.2358393101,NA,NA,5.540926829,3.956226415,NA,NA,0.129259635,0.2826481169,NA,NA,NA,NA,NA,NA,NA,1036.099549,514.8170755,NA,NA,929.0143895
11,MC_SM+HP,Flask2,D2,2.65,5,0.977,MCSM,SM+HP,A,F2,303,1,4,0,306.9868421,1.013157895,308,6.16290429,5.9,4.91,NA,0.146385188,NA,0.2453568829,NA,5.762937294,3.97,4.34,NA,0.1849421407,NA,0.2029778313,NA,89,2,0,0,89,2,91,5.736741573,4.57,NA,NA,0.09791897486,0.09899494937,NA,NA,5.488988764,4.01,NA,NA,0.1252274743,0.1979898987,NA,NA,7370.233432,3369.18,7031.0625,NA,7352.838182,688.9321348,660.93,NA,NA,688.3167033
11,MC_SM+HP,Flask3,D2,2.65,10,0.984,0,SM+HP,B,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,975,223,0,3,977.4415693,223.5584307,1201,5.74094359,5.052914798,NA,4.5,0.1245119091,0.2528469018,NA,0.2165640783,5.573425641,3.960941704,NA,0,0.1280310471,0.2558214313,NA,0,NA,NA,NA,NA,NA,1159.477087,589.3240807,NA,1352.246667,1054.093397
11,MC_SM+HP,Flask4,D2,2.66,5,0.96,MCSM,SM+HP,B,F2,183,0,3,1,187,0,187,6.156174863,NA,5.19,4.11,0.1493782426,NA,0.3459768778,NA,5.759289617,NA,3.92,0,0.1705486887,NA,0.1216552506,NA,85,13,0,0,85,13,98,5.760352941,5.006153846,NA,NA,0.1450159848,0.2207766013,NA,NA,5.588,3.99,NA,NA,0.2389002581,0.3180670789,NA,NA,8063.333661,NA,7393.18,9912.95,8062.473529,1135.498941,281.6723077,NA,NA,1022.236224
11,MC_SM+HP,Flask5,D2,2.67,10,0.989,0,SM+HP,C,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,942,257,0,7,947.499583,258.500417,1206,5.736963907,5.069766537,NA,4.335714286,0.1035712817,0.2397083677,NA,0.1743423015,5.537855626,3.881089494,NA,0,0.1219068666,0.3082631216,NA,0,NA,NA,NA,NA,NA,1128.617282,493.6928016,NA,1076.348571,993.0107546
11,MC_SM+HP,Flask6,D2,2.67,5,0.985,MCSM,SM+CM,C,F2,280,2,5,0,284.964539,2.035460993,287,6.180821429,5.785,4.444,NA,0.1464014106,0.1767766953,0.178549713,NA,5.777142857,4.465,4.11,NA,0.1778658256,0.1202081528,0.3030676492,NA,98,2,0,0,98,2,100,5.759897959,4.62,NA,NA,0.1682260071,0.02828427125,NA,NA,5.518979592,4.045,NA,NA,0.2012511884,0.1909188309,NA,NA,8260.850786,4165.86,7151.088,NA,8212.980418,949.0607143,579.3,NA,NA,941.6655
11,MC_SM+HP,Flask7,D2,2.68,5,0.956,MCSM,0,A,,167,0,5,0,172,0,172,5.969640719,NA,4.528,NA,0.1791038341,NA,0.1075639345,NA,5.614191617,NA,4.172,NA,0.1711348702,NA,0.2552841554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6867.096108,NA,5816.286,NA,6836.549302,NA,NA,NA,NA,NA
11,MC_SM+HP,Flask8,D2,2.69,5,0.983,MCSM,0,B,,121,0,4,1,126,0,126,5.954297521,NA,4.6875,4.19,0.1662669863,NA,0.1212091856,NA,5.615950413,NA,3.9925,0,0.1667062212,NA,0.3937321425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6515.525207,NA,4760.8075,7702.25,6469.238333,NA,NA,NA,NA,NA
11,MC_SM+HP,Flask1,D3,3.65,20,0.984,0,SM+CM,A,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1033,203,0,3,1035.507282,203.4927184,1239,5.736437561,4.962068966,NA,4.346666667,0.1036620657,0.2897107728,NA,0.09814954576,5.560764763,3.986502463,NA,0,0.1238391674,0.2991110323,NA,0,NA,NA,NA,NA,NA,1182.409632,663.7753202,NA,1382.913333,1097.92113
11,MC_SM+HP,Flask2,D3,3.65,5,0.96,MCSM,SM+CM,A,F2,606,4,7,7,619.9081967,4.091803279,624,6.072029703,5.965,4.62,4.337142857,0.1329375884,0.200748599,0.3174376579,0.1056273774,5.669059406,4.01,4.04,0,0.159151489,0.2350886358,0.3772709018,0,11,0,0,0,11,0,11,5.8,NA,NA,NA,0.09518403227,NA,NA,NA,5.575454545,NA,NA,NA,0.1514835725,NA,NA,NA,7693.383003,5561.01,5833.177143,6458.767143,7644.996394,1010.851818,NA,NA,NA,1010.851818
11,MC_SM+HP,Flask3,D3,3.66,20,0.984,0,SM+CM,B,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1251,181,0,4,1254.494413,181.5055866,1436,5.743717026,5.015911602,NA,4.3575,0.1056136954,0.2498574548,NA,0.08655441448,5.540631495,3.912596685,NA,0,0.12370158,0.2814691572,NA,0,NA,NA,NA,NA,NA,1097.796251,525.1191713,NA,1558.4275,1026.896511
11,MC_SM+HP,Flask4,D3,3.67,5,0.98,MCSM,SM+CM,B,F2,380,3,5,3,387.9373368,3.062663185,391,6.050052632,6.08,4.48,4.263333333,0.1497667399,0.2107130751,0.2302172887,0.1250333289,5.665605263,4.023333333,3.466,0,0.2004056624,0.2281081615,1.030645429,0,16,7,0,0,16,7,23,5.83375,5.115714286,NA,NA,0.158655812,0.2280977234,NA,NA,5.7025,3.972857143,NA,NA,0.3858583505,0.08994707439,NA,NA,7470.679421,5148.74,7595.922,9101.4,7466.977519,1024.7325,433.1071429,NA,NA,844.6726087
11,MC_SM+HP,Flask5,D3,3.68,20,0.984,0,SM+CM,C,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1459,167,0,6,1464.383764,167.6162362,1632,5.755736806,5.034071856,NA,4.308333333,0.1130396914,0.2606390564,NA,0.1233558538,5.544338588,3.944670659,NA,0,0.1136253703,0.2699102582,NA,0,NA,NA,NA,NA,NA,993.5282728,560.2900599,NA,949.9466667,949.0354596
11,MC_SM+HP,Flask6,D3,3.68,5,0.983,MCSM,SM+CM,C,F2,451,2,6,1,457.9690949,2.030905077,460,6.067317073,5.975,4.41,4.19,0.1362665171,0.1909188309,0.2435569749,NA,5.670022173,4.08,4.09,0,0.1766974802,0.08485281374,0.1909973822,NA,24,1,0,0,24,1,25,5.789166667,5.08,NA,NA,0.1132491162,NA,NA,NA,5.551666667,4.4,NA,NA,0.2708387402,NA,NA,NA,7355.187339,4453.61,8832.723333,9890.33,7367.355174,800.05125,991.76,NA,NA,807.7196
11,MC_SM+HP,Flask7,D3,3.69,5,0.986,MCSM,0,A,,251,0,6,1,258,0,258,6.010199203,NA,4.498333333,4.34,0.1673880526,NA,0.3271340194,NA,5.646573705,NA,3.671666667,0,0.1579019112,NA,0.6659854853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7028.008287,NA,6241.125,3491.89,6996.002791,NA,NA,NA,NA,NA
11,MC_SM+HP,Flask8,D3,3.7,5,0.991,MCSM,0,B,,144,0,2,0,146,0,146,5.982430556,NA,5.215,NA,0.1502503576,NA,0.03535533906,NA,5.6325,NA,5.225,NA,0.1488910053,NA,0.07778174593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7268.912083,NA,5191.645,NA,7240.45637,NA,NA,NA,NA,NA
12,MC_SM+CM,Flask1,D0,0.66,10,0.983,0,SM+CM,A,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1143,276,0,8,1149.443975,277.5560254,1427,5.522467192,5.197173913,NA,5.1225,0.1182077282,0.2310229871,NA,0.36259974,5.141006124,3.727282609,NA,0,0.1353232588,0.2601919708,NA,0,NA,NA,NA,NA,NA,791.4911461,499.7003986,NA,807.8025,735.1465382
12,MC_SM+CM,Flask2,D0,0.67,20,0.983,MCSM,SM+CM,A,F2,41,0,9,0,50,0,50,5.94804878,NA,5.404444444,NA,0.1325371554,NA,0.121151879,NA,5.644878049,NA,4.841111111,NA,0.1587627468,NA,0.5232457464,NA,1903,263,0,8,1910.028624,263.9713758,2174,5.539301104,5.203003802,NA,4.68875,0.1202944391,0.2443571329,NA,0.4967447606,5.162737782,3.775779468,NA,0,0.1442775179,0.2889175323,NA,0,6240.927073,NA,5367.438889,NA,6083.6992,730.156805,515.1239163,NA,420.57,703.0039328
12,MC_SM+CM,Flask3,D0,0.67,20,0.984,0,SM+CM,B,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760,102,0,4,763.5266821,102.4733179,866,5.523881579,5.235294118,NA,4.9825,0.1086475084,0.2223666844,NA,0.5460998077,5.195684211,3.727058824,NA,0,0.1301364654,0.2482915415,NA,0,NA,NA,NA,NA,NA,755.3457632,429.7383333,NA,394.02,715.3258314
12,MC_SM+CM,Flask4,D0,0.68,20,0.959,MCSM,SM+CM,B,F2,25,0,0,0,25,0,25,5.8904,NA,NA,NA,0.1710623668,NA,NA,NA,5.6252,NA,NA,NA,0.187419316,NA,NA,NA,744,82,0,2,745.8014528,82.19854722,828,5.518561828,5.220609756,NA,4.43,0.1123142172,0.2456301926,NA,0.113137085,5.244946237,3.790487805,NA,0,0.1350001139,0.1970141465,NA,0,6553.3384,NA,NA,NA,6553.3384,654.65625,385.5303659,NA,593.775,627.8566304
12,MC_SM+CM,Flask5,D0,0.69,20,0.985,0,SM+CM,C,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542,122,0,1,542.8162651,122.1837349,665,5.527103321,5.244754098,NA,5.36,0.115753197,0.2142687473,NA,NA,5.258321033,3.735163934,NA,0,0.133014058,0.2701521873,NA,NA,NA,NA,NA,NA,NA,802.373155,513.6692623,NA,665.34,749.2018647
