Exp#,Description ,Flask,Day,Time,Dilution,Aspirated.vol,Meso,Prey,Replicate,Medium,M.Red,M.Blue,M.Undefined,M.Nonfluorescent,M.TotRed,M.TotBlue,TotalMeso,M.Red.meanCh1peak,M.Blue.meanCh1peak,M.Undefined.meanCh1peak,M.Nonfluorescent.meanCh1peak,M.Red.sdCh1peak,M.Blue.sdCh1peak,M.Undefined.sdCh1peak,M.Nonfluorescent.sdCh1peak,M.Red.meanCh2peak,M.Blue.meanCh2peak,M.Undefined.meanCh2peak,M.Nonfluorescent.meanCh2peak,M.Red.sdCh2peak,M.Blue.sdCh2peak,M.Undefined.sdCh2peak,M.Nonfluorescent.sdCh2peak,C.Red,C.Blue,C.Undefined,C.Nonfluorescent,C.TotRed,C.TotBlue,TotalCrypto,C.Red.meanCh1peak,C.Blue.meanCh1peak,C.Undefined.meanCh1peak,C.Nonfluorescent.meanCh1peak,C.Red.sdCh1peak,C.Blue.sdCh1peak,C.Undefined.sdCh1peak,C.Nonfluorescent.sdCh1peak,C.Red.meanCh2peak,C.Blue.meanCh2peak,C.Undefined.meanCh2peak,C.Nonfluorescent.meanCh2peak,C.Red.sdCh2peak,C.Blue.sdCh2peak,C.Undefined.sdCh2peak,C.Nonfluorescent.sdCh2peak,M.Red.ESD,M.Blue.ESD,M.Undefined.ESD,M.Nonfluorescent.ESD,TotalMeso.ESD,C.Red.ESD,C.Blue.ESD,C.Undefined.ESD,C.Nonfluorescent.ESD,TotalCrypto.ESD
9,MC_RS+CM,Flask7,D0,0.57,5,0.984,MCRS,0,A,,84,0,3,0,87,0,87,6.067142857,NA,4.35,NA,0.1310345437,NA,0.1473091986,NA,5.743690476,NA,3.386666667,NA,0.1726531432,NA,0.768396599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5287.236071,NA,6500.13,NA,5329.06,NA,NA,NA,NA,NA
9,MC_RS+CM,Flask8,D0,0.58,5,0.984,MCRS,0,B,,278,0,6,2,286,0,286,6.050719424,NA,4.465,4.54,0.1357138649,NA,0.231062762,0.07071067812,5.745395683,NA,4.245,0,0.1693362118,NA,0.4016839554,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5318.169496,NA,6168.506667,4426.715,5329.77479,NA,NA,NA,NA,NA
9,MC_RS+CM,Flask9,D0,0.59,5,0.989,MCRS,0,C,,339,0,3,3,345,0,345,6.048643068,NA,4.68,4.283333333,0.148255894,NA,0.1053565375,0.1193035345,5.727728614,NA,4.23,0,0.2030721957,NA,0.1374772708,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5465.125959,NA,4585.346667,4286.76,5447.229043,NA,NA,NA,NA,NA
9,MC_RS+CM,Flask1,D1,1.44,10,0.984,0,RS+CM,A,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,342,0,13,388.859116,348.140884,737,5.669267016,5.185906433,NA,4.654615385,0.112441233,0.2056622876,NA,0.4487504018,5.398507853,3.915701754,NA,0,0.1359582447,0.2535436914,NA,0,NA,NA,NA,NA,NA,1016.989607,602.4215789,NA,543.8515385,816.2663229
9,MC_RS+CM,Flask2,D1,1.45,10,0.988,MCRS,RS+CM,A,F2,82,0,2,0,84,0,84,6.14402439,NA,4.8,NA,0.1504139125,NA,0.4666904756,NA,5.655609756,NA,3.925,NA,0.1728418785,NA,0.09192388155,NA,120,104,0,0,120,104,224,5.704916667,5.188076923,NA,NA,0.1240154221,0.1882576056,NA,NA,5.429416667,3.894230769,NA,NA,0.14061268,0.27649924,NA,NA,6212.733049,NA,5138.03,NA,6187.144881,1052.891583,562.3670192,NA,NA,825.1480357
9,MC_RS+CM,Flask3,D1,1.46,10,0.961,0,RS+CM,B,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,264,0,9,415.4747774,267.5252226,683,5.698268293,5.173863636,NA,4.43,0.1122090967,0.2873205116,NA,0.3358571125,5.463634146,3.881022727,NA,0,0.1355752493,0.279937689,NA,0,NA,NA,NA,NA,NA,1073.801463,651.6427273,NA,744.7033333,906.2878624
9,MC_RS+CM,Flask4,D1,1.47,5,0.96,MCRS,RS+CM,B,F2,118,0,1,2,121,0,121,6.110338983,NA,4.3,4.33,0.150070822,NA,NA,0.22627417,5.668389831,NA,3.49,0,0.1782151314,NA,NA,0,237,229,0,6,240.0515021,231.9484979,472,5.730042194,5.173930131,NA,4.466666667,0.1538420329,0.2095029925,NA,0.3787171328,5.521561181,3.862707424,NA,0,0.2572386148,0.3149736928,NA,0,6210.059237,NA,5927.33,4531.245,6179.973636,1028.981772,617.759738,NA,444.595,822.0407415
9,MC_RS+CM,Flask5,D1,1.47,10,0.983,0,RS+CM,C,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,338,0,11,409.9892183,343.0107817,753,5.689034653,5.201893491,NA,4.929090909,0.1100634096,0.1814775179,NA,0.3833393939,5.450371287,3.890118343,NA,0,0.1274725126,0.286674348,NA,0,NA,NA,NA,NA,NA,1069.880025,612.6609763,NA,922.1209091,862.4890704
9,MC_RS+CM,Flask6,D1,1.48,5,0.984,MCRS,RS+CM,C,F2,132,0,8,0,140,0,140,6.149848485,NA,4.755,NA,0.1438138367,NA,0.5111611432,NA,5.670984848,NA,4.12375,NA,0.1894099309,NA,0.1935338656,NA,218,216,0,10,223.0230415,220.9769585,444,5.71440367,5.176018519,NA,4.568,0.1645517928,0.2299239098,NA,0.4684442336,5.46587156,3.878472222,NA,0,0.1296625255,0.3090374842,NA,0,6856.774545,NA,6231.32875,NA,6821.034786,893.1511468,625.8299537,NA,659.484,757.8402252
9,MC_RS+CM,Flask7,D1,1.49,1,0.977,MCRS,0,A,,1018,0,31,7,1056,0,1056,6.006807466,NA,4.510322581,4.4,0.1415670282,NA,0.1846344834,0.2051828453,5.670137525,NA,3.949032258,0,0.1678435755,NA,0.3129894017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5967.210589,NA,5174.503871,5993.677143,5944.115284,NA,NA,NA,NA,NA
9,MC_RS+CM,Flask8,D1,1.49,1,0.981,MCRS,0,B,,711,0,18,3,732,0,732,6.004838256,NA,4.542777778,4.193333333,0.1512751266,NA,0.245448103,0.03214550254,5.666863572,NA,4.030555556,0,0.1645073986,NA,0.3142212076,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6028.03706,NA,5658.977222,7121.613333,6023.443689,NA,NA,NA,NA,NA
9,MC_RS+CM,Flask9,D1,1.5,1,0.985,MCRS,0,C,,829,0,20,6,855,0,855,6.015802171,NA,4.638,3.605,0.1461014783,NA,0.2433451091,1.774640809,5.66880579,NA,4.0965,0.7216666667,0.1642186805,NA,0.4782234118,1.767715098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5902.41854,NA,6270.8985,5254.558333,5906.491567,NA,NA,NA,NA,NA
9,MC_RS+CM,Flask1,D2,2.48,20,0.983,0,RS+CM,A,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435,320,0,12,441.9139073,325.0860927,767,5.705770115,5.1591875,NA,4.905833333,0.1114754112,0.2215957286,NA,0.4856197228,5.443793103,3.85646875,NA,0,0.1295849576,0.3286216569,NA,0,NA,NA,NA,NA,NA,1012.601402,617.6587813,NA,799.98,844.5008866
9,MC_RS+CM,Flask2,D2,2.48,5,0.979,MCRS,RS+CM,A,F2,231,6,7,0,237.8227848,6.17721519,244,6.053896104,5.783333333,4.671428571,NA,0.1387536683,0.09542885657,0.5070643802,NA,5.51952381,3.936666667,3.601428571,NA,0.1980497041,0.1996663884,0.2155170969,NA,55,229,0,7,56.3556338,234.6443662,291,5.779636364,5.179126638,NA,4.628571429,0.1960438692,0.2132006028,NA,0.3470076162,5.424909091,3.837248908,NA,0,0.1628436279,0.375377978,NA,0,6485.799048,5540.991667,7065.365714,NA,6479.192992,830.5938182,653.6471179,NA,629.6628571,686.5137113
9,MC_RS+CM,Flask3,D2,2.49,20,0.983,0,RS+CM,B,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,429,0,8,484.2244224,432.7755776,917,5.700166667,5.141561772,NA,4.90375,0.1177306883,0.1932787296,NA,0.5116342862,5.489208333,3.85037296,NA,0,0.1334455795,0.3172668779,NA,0,NA,NA,NA,NA,NA,996.0950833,558.1922611,NA,691.46125,788.5734024
9,MC_RS+CM,Flask4,D2,2.5,5,0.956,MCRS,RS+CM,B,F2,276,7,8,3,286.7279152,7.272084806,294,6.075181159,5.81,4.51875,4.553333333,0.1408324723,0.1186029792,0.2364884473,0.2540341184,5.529347826,4.024285714,3.89375,0,0.2126942544,0.2682571616,0.5360153916,0,67,93,0,3,68.25625,94.74375,163,5.784776119,5.110752688,NA,4.92,0.167967874,0.2420484885,NA,0.5038849075,5.519253731,3.875913978,NA,0,0.2033903057,0.2682642944,NA,0,6743.357862,4242.831429,7355.05875,8038.37,6713.68085,940.5673134,617.6044086,NA,479.14,747.8076074
9,MC_RS+CM,Flask5,D2,2.51,20,0.983,0,RS+CM,C,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444,362,0,13,451.1612903,367.8387097,819,5.723265766,5.139917127,NA,4.459230769,0.1103714704,0.2153802121,NA,0.3472621857,5.508490991,3.896436464,NA,0,0.1335019632,0.3237141751,NA,0,NA,NA,NA,NA,NA,996.3023874,573.2323757,NA,827.2830769,806.6215629
9,MC_RS+CM,Flask6,D2,2.52,5,0.984,MCRS,RS+CM,C,F2,322,6,8,1,330.8353659,6.164634146,337,6.040993789,5.84,4.66375,4.23,0.1439743183,0.1188276062,0.411163419,NA,5.512888199,3.805,3.80375,0,0.2241287318,0.3695267243,0.3904187313,NA,57,70,0,3,58.34645669,71.65354331,130,5.781403509,5.227285714,NA,4.376666667,0.1503856779,0.1674611911,NA,0.2223360819,5.578070175,3.952714286,NA,0,0.2973660479,0.2320539757,NA,0,6476.218261,4641.04,6581.6575,6908.67,6447.330712,869.7961404,612.4355714,NA,677.5133333,726.7800769
9,MC_RS+CM,Flask7,D2,2.52,1,0.959,MCRS,0,A,,1403,0,51,18,1472,0,1472,5.990449038,NA,4.580392157,4.358888889,0.137761338,NA,0.2026520248,0.1173175123,5.613086244,NA,4.00254902,0,0.1610356474,NA,0.3585071443,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5669.381361,NA,5403.320392,5760.937778,5661.282792,NA,NA,NA,NA,NA
9,MC_RS+CM,Flask8,D2,2.53,1,0.984,MCRS,0,B,,1072,0,34,8,1114,0,1114,5.990037313,NA,4.607647059,4.4,0.1458219836,NA,0.2343017845,0.1337374827,5.613871269,NA,4.024705882,0,0.1735891084,NA,0.3987726267,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5625.265019,NA,5502.317353,6228.52375,5625.844776,NA,NA,NA,NA,NA
9,MC_RS+CM,Flask9,D2,2.54,1,0.959,MCRS,0,C,,1180,0,37,7,1224,0,1224,5.996652542,NA,4.533783784,3.115714286,0.1520542891,NA,0.2296416454,2.137653364,5.65,NA,4.121081081,1.194285714,0.1836552806,NA,0.473642996,2.040154056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5818.234763,NA,5063.769459,5065.651429,5791.124224,NA,NA,NA,NA,NA
9,MC_RS+CM,Flask1,D3,3.53,50,0.986,0,RS+CM,A,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,340,0,11,359.610951,345.389049,705,5.732457627,5.170911765,NA,4.375454545,0.1023458817,0.2070513407,NA,0.2902193528,5.521271186,3.847558824,NA,0,0.1258143779,0.3343803931,NA,0,NA,NA,NA,NA,NA,1039.89161,571.8767353,NA,790.4090909,810.2896738
9,MC_RS+CM,Flask2,D3,3.53,5,0.984,MCRS,RS+CM,A,F2,420,61,13,10,440.0831601,63.91683992,504,5.963166667,5.766393443,4.877692308,4.878,0.1326298016,0.1483243382,0.3388990471,0.6913400835,5.399833333,3.860163934,3.731538462,0,0.2026547456,0.3475413251,0.7315605028,0,26,164,0,2,26.27368421,165.7263158,192,5.915769231,5.19695122,NA,5.23,0.1305120095,0.2232563743,NA,0.09899494937,5.411538462,3.811402439,NA,0,0.1714337728,0.3617304816,NA,0,6054.740762,5802.876066,6320.955385,6289.805,6035.787758,504.9057692,481.1839024,NA,369.81,483.2360938
9,MC_RS+CM,Flask3,D3,3.54,50,0.985,0,RS+CM,B,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,261,0,9,327.9777397,265.0222603,593,5.738575851,5.159846743,NA,4.687777778,0.1127844216,0.2381627907,NA,0.4823063803,5.60622291,3.858544061,NA,0,0.1414124836,0.3462316185,NA,0,NA,NA,NA,NA,NA,1066.426161,639.7995402,NA,721.5011111,873.4179427
9,MC_RS+CM,Flask4,D3,3.55,5,0.989,MCRS,RS+CM,B,F2,395,58,6,4,403.7196468,59.2803532,463,6.00643038,5.770862069,4.383333333,4.8875,0.1436407217,0.1807905106,0.1690759198,0.6496858215,5.452607595,3.888275862,3.476666667,0,0.2140011278,0.358521026,0.8157123676,0,39,61,0,0,39,61,100,5.823589744,5.205409836,NA,NA,0.1728474712,0.1531945797,NA,NA,5.557179487,3.855409836,NA,NA,0.2022628399,0.3326037371,NA,NA,6066.229114,5406.383276,6085.983333,6540.1925,5987.92095,943.6312821,633.0259016,NA,NA,754.162
9,MC_RS+CM,Flask5,D3,3.56,50,0.986,0,RS+CM,C,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,284,0,11,341.9612903,289.0387097,631,5.729791667,5.191619718,NA,4.388181818,0.1095375001,0.2184110215,NA,1.499058492,5.663095238,3.87721831,NA,0.3954545455,0.1165624674,0.2656979772,NA,1.311574349,NA,NA,NA,NA,NA,1051.30631,577.7991901,NA,631.5190909,830.8725832
9,MC_RS+CM,Flask6,D3,3.56,5,0.985,MCRS,RS+CM,C,F2,537,84,13,5,552.5652174,86.43478261,639,5.984189944,5.817380952,4.487692308,5.376,0.1325796904,0.1481054578,0.1693691159,0.6192979897,5.426201117,3.920238095,3.994615385,0,0.2083868849,0.2422931421,0.2903048795,0,32,125,0,1,32.20382166,125.7961783,158,5.87125,5.26072,NA,4.29,0.1583534226,0.2389971521,NA,NA,5.495,3.82904,NA,0,0.4466000592,0.3575959695,NA,NA,6034.818827,5295.214167,6561.134615,6992.24,5955.792879,694.8590625,533.24496,NA,245.48,564.1556329
9,MC_RS+CM,Flask7,D3,3.57,1,0.984,MCRS,0,A,,1651,0,52,10,1713,0,1713,5.985190793,NA,4.6025,4.314,0.1614731705,NA,0.2393936376,0.09663217776,5.630835857,NA,4.048461538,0,0.1703341574,NA,0.5563656035,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5771.617886,NA,5313.634615,5767.011,5757.688406,NA,NA,NA,NA,NA
9,MC_RS+CM,Flask8,D3,3.58,1,0.984,MCRS,0,B,,1217,0,31,5,1253,0,1253,5.990304026,NA,4.523225806,2.626,0.1645722813,NA,0.3095199196,2.397796905,5.640246508,NA,4.001612903,1.668,0.2092305099,NA,0.3565491717,2.28401401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5659.576385,NA,6374.384839,4767.638,5673.701979,NA,NA,NA,NA,NA
9,MC_RS+CM,Flask9,D3,3.58,1,0.979,MCRS,0,C,,1338,0,47,9,1394,0,1394,5.998460389,NA,4.539574468,4.307777778,0.1530947966,NA,0.3699703716,0.1518039672,5.650156951,NA,4.097659574,0,0.1939512909,NA,0.4860632128,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5650.256293,NA,5371.124468,7359.813333,5651.882418,NA,NA,NA,NA,NA
10,MR_SM+CM,Flask1,D0,0.65,10,0.984,0,SM+CM,A,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,182,0,0,214,182,396,5.71588785,5.299340659,NA,NA,0.09991501808,0.158802857,NA,NA,5.502616822,3.87021978,NA,NA,0.1119300289,0.2717692311,NA,NA,NA,NA,NA,NA,NA,748.4843458,424.7283516,NA,NA,599.687399
10,MR_SM+CM,Flask2,D0,0.65,20,0.985,MRTA,SM+CM,A,F2,60,0,0,0,60,0,60,6.123,NA,NA,NA,0.1273763941,NA,NA,NA,5.892,NA,NA,NA,0.137579561,NA,NA,NA,176,76,0,0,176,76,252,5.735511364,5.285526316,NA,NA,0.1094911341,0.1408014653,NA,NA,5.515738636,3.855263158,NA,NA,0.1350365872,0.2900044767,NA,NA,13118.89933,NA,NA,NA,13118.89933,869.1851136,428.0465789,NA,NA,736.1433333
10,MR_SM+CM,Flask3,D0,0.66,20,0.986,0,SM+CM,B,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,93,0,0,194,93,287,5.696494845,5.225483871,NA,NA,0.1007077672,0.2691755372,NA,NA,5.464896907,3.844946237,NA,NA,0.1134491723,0.4167775542,NA,NA,NA,NA,NA,NA,NA,847.6495876,428.0022581,NA,NA,711.6663066
10,MR_SM+CM,Flask4,D0,0.67,20,0.983,MRTA,SM+CM,B,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,117,0,3,113.4672489,118.5327511,232,5.677053571,5.218290598,NA,4.803333333,0.1009739811,0.2182267509,NA,0.3348631561,5.441696429,3.835384615,NA,0,0.1108028717,0.3607117926,NA,0,NA,NA,NA,NA,NA,925.5461607,562.8180342,NA,1071.893333,744.5110345
10,MR_SM+CM,Flask5,D0,0.68,20,0.959,0,SM+CM,C,F2,47,0,2,0,49,0,49,6.145319149,NA,5.165,NA,0.1338696813,NA,0.1060660172,NA,5.893617021,NA,4.36,NA,0.1380678084,NA,0.45254834,NA,138,113,0,1,138.5498008,113.4501992,252,5.712681159,5.239469027,NA,4.15,0.114907388,0.225744169,NA,NA,5.467028986,3.907168142,NA,0,0.127419128,0.2663693362,NA,NA,10546.16617,NA,16904.145,NA,10805.67551,931.2372464,509.1976106,NA,1156.17,742.8819048
10,MR_SM+CM,Flask6,D0,0.68,20,0.959,MRTA,SM+CM,C,F2,47,0,2,0,49,0,49,6.145319149,NA,5.165,NA,0.1338696813,NA,0.1060660172,NA,5.893617021,NA,4.36,NA,0.1380678084,NA,0.45254834,NA,138,113,0,1,138.5498008,113.4501992,252,5.712681159,5.239469027,NA,4.15,0.114907388,0.225744169,NA,NA,5.467028986,3.907168142,NA,0,0.127419128,0.2663693362,NA,NA,10546.16617,NA,16904.145,NA,10805.67551,931.2372464,509.1976106,NA,1156.17,742.8819048
10,MR_SM+CM,Flask7,D0,0.69,5,0.955,MRTA,0,A,,209,0,1,1,211,0,211,6.15569378,NA,4.29,4.33,0.1191702967,NA,NA,NA,5.907607656,NA,4.2,0,0.117362928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12561.91191,NA,5911.29,10774.14,12521.91953,NA,NA,NA,NA,NA
10,MR_SM+CM,Flask8,D0,0.7,10,0.942,MRTA,0,B,,96,0,0,0,96,0,96,6.1575,NA,NA,NA,0.1130067534,NA,NA,NA,5.90125,NA,NA,NA,0.1266927489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12138.52,NA,NA,NA,12138.52,NA,NA,NA,NA,NA
10,MR_SM+CM,Flask9,D0,0.71,10,0.956,MRTA,0,C,,103,0,0,0,103,0,103,6.14815534,NA,NA,NA,0.1156206404,NA,NA,NA,5.909417476,NA,NA,NA,0.1552659025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11360.76796,NA,NA,NA,11360.76796,NA,NA,NA,NA,NA
10,MR_SM+CM,Flask1,D1,1.65,20,0.96,0,SM+CM,A,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,151,0,3,299.9910913,152.0089087,452,5.76147651,5.242649007,NA,4.586666667,0.1058547117,0.2970358048,NA,0.5598511707,5.57590604,3.948013245,NA,0,0.1389790257,0.281697284,NA,0,NA,NA,NA,NA,NA,1153.266074,622.6516556,NA,1023.18,975.1398894
10,MR_SM+CM,Flask2,D1,1.66,20,0.986,MRTA,SM+CM,A,F2,63,0,1,0,64,0,64,6.149206349,NA,5.42,NA,0.1513626449,NA,NA,NA,5.925396825,NA,4.19,NA,0.1531689495,NA,NA,NA,294,163,0,1,294.643326,163.356674,458,5.774081633,5.259631902,NA,4.23,0.1155473994,0.2319399922,NA,NA,5.54962585,3.811840491,NA,0,0.1245395457,0.266315137,NA,NA,10278.39921,NA,6473.38,NA,10218.94578,1022.861122,613.3674233,NA,817.72,876.6763755
10,MR_SM+CM,Flask3,D1,1.67,20,0.987,0,SM+CM,B,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361,201,0,1,361.6423488,201.3576512,563,5.750277008,5.278457711,NA,5.36,0.1030988239,0.2099859744,NA,NA,5.513490305,3.793084577,NA,0,0.1175230736,0.2335903205,NA,NA,NA,NA,NA,NA,NA,1072.567867,612.2973632,NA,385.03,907.0227353
10,MR_SM+CM,Flask4,D1,1.68,20,0.96,MRTA,SM+CM,B,F2,64,0,2,0,66,0,66,6.164375,NA,5.115,NA,0.1488674173,NA,0.1909188309,NA,5.8953125,NA,4.225,NA,0.1622947422,NA,0.4596194078,NA,289,170,0,2,290.2592593,170.7407407,461,5.768858131,5.298294118,NA,4.93,0.1114507113,0.1904184942,NA,0.6788225099,5.541868512,3.797647059,NA,0,0.1707417539,0.3112549405,NA,0,9199.014531,NA,7271.615,NA,9140.608485,968.3677509,638.4573529,NA,554.43,844.9129935
10,MR_SM+CM,Flask5,D1,1.68,20,0.959,0,SM+CM,C,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348,203,0,2,349.2631579,203.7368421,553,5.745431034,5.275763547,NA,4.795,0.09553180958,0.2236218149,NA,0.9121677477,5.473247126,3.803743842,NA,0,0.1094212012,0.2856515453,NA,0,NA,NA,NA,NA,NA,1068.94523,572.715468,NA,970.445,886.428698
10,MR_SM+CM,Flask6,D1,1.69,20,0.986,MRTA,SM+CM,C,F2,47,0,3,0,50,0,50,6.16787234,NA,5.126666667,NA,0.131280254,NA,0.4021608302,NA,5.911276596,NA,3.63,NA,0.1879247886,NA,0.2778488798,NA,288,116,0,4,290.8514851,117.1485149,408,5.738194444,5.219224138,NA,4.2625,0.1118900205,0.2637427959,NA,0.07588368292,5.4759375,3.780086207,NA,0,0.1420353158,0.2413350393,NA,0,9294.171064,NA,8636.056667,NA,9254.6842,1088.824201,619.6409483,NA,837.7375,952.9673284
10,MR_SM+CM,Flask7,D1,1.7,10,0.951,MRTA,0,A,,112,0,0,0,112,0,112,6.141160714,NA,NA,NA,0.1292789814,NA,NA,NA,5.847410714,NA,NA,NA,0.1295713344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8466.61875,NA,NA,NA,8466.61875,NA,NA,NA,NA,NA
10,MR_SM+CM,Flask8,D1,1.7,10,0.953,MRTA,0,B,,122,0,0,1,123,0,123,6.155245902,NA,NA,4.15,0.1288680093,NA,NA,NA,5.893688525,NA,NA,0,0.1357939666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9366.25918,NA,NA,9270.99,9365.484634,NA,NA,NA,NA,NA
10,MR_SM+CM,Flask9,D1,1.71,10,0.927,MRTA,0,C,,121,0,1,0,122,0,122,6.132479339,NA,4.14,NA,0.1258721639,NA,NA,NA,5.866694215,NA,4.33,NA,0.1517694986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9047.54281,NA,8290.46,NA,9041.337213,NA,NA,NA,NA,NA
10,MR_SM+CM,Flask1,D2,2.61,50,0.987,0,SM+CM,A,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,129,0,2,225.2691218,129.7308782,355,5.7675,5.306046512,NA,5.345,0.1005455968,0.237800529,NA,0.06363961031,5.584642857,3.810775194,NA,0,0.152559206,0.2343562073,NA,0,NA,NA,NA,NA,NA,1017.260045,704.8858915,NA,452.825,900.5695211
10,MR_SM+CM,Flask2,D2,2.61,20,0.985,MRTA,SM+CM,A,F2,107,1,2,0,108.9814815,1.018518519,110,6.150747664,5.67,5,NA,0.149456253,NA,0.3818376618,NA,5.954299065,4.22,4.29,NA,0.178172654,NA,0.8061017306,NA,442,261,0,4,444.514936,262.485064,707,5.778371041,5.284022989,NA,4.395,0.1298841901,0.2093311313,NA,0.06403124237,5.551131222,3.776743295,NA,0,0.158771034,0.3057244347,NA,0,12024.50103,18031.41,10044.895,NA,12043.11645,960.89319,635.7044828,NA,751.585,839.6605375
10,MR_SM+CM,Flask3,D2,2.62,50,0.984,0,SM+CM,B,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334,190,0,2,335.2748092,190.7251908,526,5.751736527,5.287210526,NA,5.4,0.1001409339,0.256255304,NA,0,5.577904192,3.797736842,NA,0,0.1184349004,0.3250797773,NA,0,NA,NA,NA,NA,NA,1270.136048,709.8248421,NA,686.355,1065.522567
